occupational_code,education,importance
11-9161,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
11-9161,Doctoral Degree,0.0
11-9161,Post-Doctoral Training,0.0
11-9171,Less than a High School Diploma,0.0
11-9171,"High School Diploma - or the equivalent (for example, GED)",25.54
11-9171,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",14.63
11-9171,Some College Courses,3.49
11-9171,Associate's Degree (or other 2-year degree),49.85
11-9171,Bachelor's Degree,1.16
11-9171,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,5.33
11-9171,Master's Degree,0.0
11-9171,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
11-9171,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
11-9171,Doctoral Degree,0.0
11-9171,Post-Doctoral Training,0.0
11-9179,,
11-9199,,
13-1011,Less than a High School Diploma,1.34
13-1011,"High School Diploma - or the equivalent (for example, GED)",37.97
13-1011,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
13-1011,Some College Courses,2.56
13-1011,Associate's Degree (or other 2-year degree),0.0
13-1011,Bachelor's Degree,41.33
13-1011,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
13-1011,Master's Degree,16.8
13-1011,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
13-1011,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
13-1011,Doctoral Degree,0.0
13-1011,Post-Doctoral Training,0.0
13-1021,Less than a High School Diploma,0.0
13-1021,"High School Diploma - or the equivalent (for example, GED)",7.6
13-1021,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",0.0
13-1021,Some College Courses,7.28
13-1021,Associate's Degree (or other 2-year degree),8.29
13-1021,Bachelor's Degree,76.83
13-1021,Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.,0.0
13-1021,Master's Degree,0.0
13-1021,Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.,0.0
13-1021,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0
13-1021,Doctoral Degree,0.0
13-1021,Post-Doctoral Training,0.0
13-1022,Less than a High School Diploma,13.92
13-1022,"High School Diploma - or the equivalent (for example, GED)",20.3
13-1022,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",10.3
